------+---------------------------------------------+-------------+----+---------+------+-----------------------+----------------------------------------------------------------------
 Line | # File                                 Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code
  811 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    411 | Equivalence | 11 |         |    0 | 00/0000               | SP43_CONTROL_REG         =     $AF0D58              
  812 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    412 | Equivalence | 11 |         |    0 | 00/0000               | SP43_ADDY_PTR_L          =     $AF0D59              
  813 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    413 | Equivalence | 11 |         |    0 | 00/0000               | SP43_ADDY_PTR_M          =     $AF0D5A              
  814 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    414 | Equivalence | 11 |         |    0 | 00/0000               | SP43_ADDY_PTR_H          =     $AF0D5B              
  815 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    415 | Equivalence | 11 |         |    0 | 00/0000               | SP43_X_POS_L             =     $AF0D5C              
  816 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    416 | Equivalence | 11 |         |    0 | 00/0000               | SP43_X_POS_H             =     $AF0D5D              
  817 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    417 | Equivalence | 11 |         |    0 | 00/0000               | SP43_Y_POS_L             =     $AF0D5E              
  818 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    418 | Equivalence | 11 |         |    0 | 00/0000               | SP43_Y_POS_H             =     $AF0D5F              
  819 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    419 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 44
  820 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    420 | Equivalence | 11 |         |    0 | 00/0000               | SP44_CONTROL_REG         =     $AF0D60              
  821 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    421 | Equivalence | 11 |         |    0 | 00/0000               | SP44_ADDY_PTR_L          =     $AF0D61              
  822 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    422 | Equivalence | 11 |         |    0 | 00/0000               | SP44_ADDY_PTR_M          =     $AF0D62              
  823 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    423 | Equivalence | 11 |         |    0 | 00/0000               | SP44_ADDY_PTR_H          =     $AF0D63              
  824 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    424 | Equivalence | 11 |         |    0 | 00/0000               | SP44_X_POS_L             =     $AF0D64              
  825 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    425 | Equivalence | 11 |         |    0 | 00/0000               | SP44_X_POS_H             =     $AF0D65              
  826 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    426 | Equivalence | 11 |         |    0 | 00/0000               | SP44_Y_POS_L             =     $AF0D66              
  827 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    427 | Equivalence | 11 |         |    0 | 00/0000               | SP44_Y_POS_H             =     $AF0D67              
  828 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    428 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 45
  829 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    429 | Equivalence | 11 |         |    0 | 00/0000               | SP45_CONTROL_REG         =     $AF0D68              
  830 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    430 | Equivalence | 11 |         |    0 | 00/0000               | SP45_ADDY_PTR_L          =     $AF0D69              
  831 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    431 | Equivalence | 11 |         |    0 | 00/0000               | SP45_ADDY_PTR_M          =     $AF0D6A              
  832 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    432 | Equivalence | 11 |         |    0 | 00/0000               | SP45_ADDY_PTR_H          =     $AF0D6B              
  833 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    433 | Equivalence | 11 |         |    0 | 00/0000               | SP45_X_POS_L             =     $AF0D6C              
  834 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    434 | Equivalence | 11 |         |    0 | 00/0000               | SP45_X_POS_H             =     $AF0D6D              
  835 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    435 | Equivalence | 11 |         |    0 | 00/0000               | SP45_Y_POS_L             =     $AF0D6E              
  836 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    436 | Equivalence | 11 |         |    0 | 00/0000               | SP45_Y_POS_H             =     $AF0D6F              
  837 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    437 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 46
  838 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    438 | Equivalence | 11 |         |    0 | 00/0000               | SP46_CONTROL_REG         =     $AF0D70              
  839 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    439 | Equivalence | 11 |         |    0 | 00/0000               | SP46_ADDY_PTR_L          =     $AF0D71              
  840 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    440 | Equivalence | 11 |         |    0 | 00/0000               | SP46_ADDY_PTR_M          =     $AF0D72              
  841 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    441 | Equivalence | 11 |         |    0 | 00/0000               | SP46_ADDY_PTR_H          =     $AF0D73              
  842 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    442 | Equivalence | 11 |         |    0 | 00/0000               | SP46_X_POS_L             =     $AF0D74              
  843 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    443 | Equivalence | 11 |         |    0 | 00/0000               | SP46_X_POS_H             =     $AF0D75              
  844 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    444 | Equivalence | 11 |         |    0 | 00/0000               | SP46_Y_POS_L             =     $AF0D76              
  845 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    445 | Equivalence | 11 |         |    0 | 00/0000               | SP46_Y_POS_H             =     $AF0D77              
  846 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    446 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 47
  847 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    447 | Equivalence | 11 |         |    0 | 00/0000               | SP47_CONTROL_REG         =     $AF0D78              
  848 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    448 | Equivalence | 11 |         |    0 | 00/0000               | SP47_ADDY_PTR_L          =     $AF0D79              
  849 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    449 | Equivalence | 11 |         |    0 | 00/0000               | SP47_ADDY_PTR_M          =     $AF0D7A              
  850 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    450 | Equivalence | 11 |         |    0 | 00/0000               | SP47_ADDY_PTR_H          =     $AF0D7B              
  851 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    451 | Equivalence | 11 |         |    0 | 00/0000               | SP47_X_POS_L             =     $AF0D7C              
  852 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    452 | Equivalence | 11 |         |    0 | 00/0000               | SP47_X_POS_H             =     $AF0D7D              
  853 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    453 | Equivalence | 11 |         |    0 | 00/0000               | SP47_Y_POS_L             =     $AF0D7E              
  854 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    454 | Equivalence | 11 |         |    0 | 00/0000               | SP47_Y_POS_H             =     $AF0D7F              
  855 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    455 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 48
  856 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    456 | Equivalence | 11 |         |    0 | 00/0000               | SP48_CONTROL_REG         =     $AF0D80              
  857 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    457 | Equivalence | 11 |         |    0 | 00/0000               | SP48_ADDY_PTR_L          =     $AF0D81              
  858 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    458 | Equivalence | 11 |         |    0 | 00/0000               | SP48_ADDY_PTR_M          =     $AF0D82              
  859 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    459 | Equivalence | 11 |         |    0 | 00/0000               | SP48_ADDY_PTR_H          =     $AF0D83              
  860 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    460 | Equivalence | 11 |         |    0 | 00/0000               | SP48_X_POS_L             =     $AF0D84              
  861 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    461 | Equivalence | 11 |         |    0 | 00/0000               | SP48_X_POS_H             =     $AF0D85              
  862 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    462 | Equivalence | 11 |         |    0 | 00/0000               | SP48_Y_POS_L             =     $AF0D86              
  863 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    463 | Equivalence | 11 |         |    0 | 00/0000               | SP48_Y_POS_H             =     $AF0D87              
  864 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    464 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 49
  865 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    465 | Equivalence | 11 |         |    0 | 00/0000               | SP49_CONTROL_REG         =     $AF0D88              
  866 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    466 | Equivalence | 11 |         |    0 | 00/0000               | SP49_ADDY_PTR_L          =     $AF0D89              
  867 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    467 | Equivalence | 11 |         |    0 | 00/0000               | SP49_ADDY_PTR_M          =     $AF0D8A              
  868 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    468 | Equivalence | 11 |         |    0 | 00/0000               | SP49_ADDY_PTR_H          =     $AF0D8B              
  869 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    469 | Equivalence | 11 |         |    0 | 00/0000               | SP49_X_POS_L             =     $AF0D8C              
  870 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    470 | Equivalence | 11 |         |    0 | 00/0000               | SP49_X_POS_H             =     $AF0D8D              
  871 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    471 | Equivalence | 11 |         |    0 | 00/0000               | SP49_Y_POS_L             =     $AF0D8E              
  872 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    472 | Equivalence | 11 |         |    0 | 00/0000               | SP49_Y_POS_H             =     $AF0D8F              
  873 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    473 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 50
  874 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    474 | Equivalence | 11 |         |    0 | 00/0000               | SP50_CONTROL_REG         =     $AF0D90              
  875 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    475 | Equivalence | 11 |         |    0 | 00/0000               | SP50_ADDY_PTR_L          =     $AF0D91              
  876 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    476 | Equivalence | 11 |         |    0 | 00/0000               | SP50_ADDY_PTR_M          =     $AF0D92              
  877 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    477 | Equivalence | 11 |         |    0 | 00/0000               | SP50_ADDY_PTR_H          =     $AF0D93              
  878 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    478 | Equivalence | 11 |         |    0 | 00/0000               | SP50_X_POS_L             =     $AF0D94              
  879 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    479 | Equivalence | 11 |         |    0 | 00/0000               | SP50_X_POS_H             =     $AF0D95              
  880 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    480 | Equivalence | 11 |         |    0 | 00/0000               | SP50_Y_POS_L             =     $AF0D96              
  881 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    481 | Equivalence | 11 |         |    0 | 00/0000               | SP50_Y_POS_H             =     $AF0D97              
  882 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    482 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 51
  883 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    483 | Equivalence | 11 |         |    0 | 00/0000               | SP51_CONTROL_REG         =     $AF0D98              
  884 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    484 | Equivalence | 11 |         |    0 | 00/0000               | SP51_ADDY_PTR_L          =     $AF0D99              
  885 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    485 | Equivalence | 11 |         |    0 | 00/0000               | SP51_ADDY_PTR_M          =     $AF0D9A              
  886 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    486 | Equivalence | 11 |         |    0 | 00/0000               | SP51_ADDY_PTR_H          =     $AF0D9B              
  887 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    487 | Equivalence | 11 |         |    0 | 00/0000               | SP51_X_POS_L             =     $AF0D9C              
  888 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    488 | Equivalence | 11 |         |    0 | 00/0000               | SP51_X_POS_H             =     $AF0D9D              
  889 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    489 | Equivalence | 11 |         |    0 | 00/0000               | SP51_Y_POS_L             =     $AF0D9E              
  890 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    490 | Equivalence | 11 |         |    0 | 00/0000               | SP51_Y_POS_H             =     $AF0D9F              
  891 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    491 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 52
  892 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    492 | Equivalence | 11 |         |    0 | 00/0000               | SP52_CONTROL_REG         =     $AF0DA0              
  893 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    493 | Equivalence | 11 |         |    0 | 00/0000               | SP52_ADDY_PTR_L          =     $AF0DA1              
  894 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    494 | Equivalence | 11 |         |    0 | 00/0000               | SP52_ADDY_PTR_M          =     $AF0DA2              
  895 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    495 | Equivalence | 11 |         |    0 | 00/0000               | SP52_ADDY_PTR_H          =     $AF0DA3              
  896 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    496 | Equivalence | 11 |         |    0 | 00/0000               | SP52_X_POS_L             =     $AF0DA4              
  897 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    497 | Equivalence | 11 |         |    0 | 00/0000               | SP52_X_POS_H             =     $AF0DA5              
  898 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    498 | Equivalence | 11 |         |    0 | 00/0000               | SP52_Y_POS_L             =     $AF0DA6              
  899 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    499 | Equivalence | 11 |         |    0 | 00/0000               | SP52_Y_POS_H             =     $AF0DA7              
  900 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    500 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 53
  901 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    501 | Equivalence | 11 |         |    0 | 00/0000               | SP53_CONTROL_REG         =     $AF0DA8              
  902 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    502 | Equivalence | 11 |         |    0 | 00/0000               | SP53_ADDY_PTR_L          =     $AF0DA9              
  903 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    503 | Equivalence | 11 |         |    0 | 00/0000               | SP53_ADDY_PTR_M          =     $AF0DAA              
  904 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    504 | Equivalence | 11 |         |    0 | 00/0000               | SP53_ADDY_PTR_H          =     $AF0DAB              
  905 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    505 | Equivalence | 11 |         |    0 | 00/0000               | SP53_X_POS_L             =     $AF0DAC              
  906 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    506 | Equivalence | 11 |         |    0 | 00/0000               | SP53_X_POS_H             =     $AF0DAD              
  907 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    507 | Equivalence | 11 |         |    0 | 00/0000               | SP53_Y_POS_L             =     $AF0DAE              
  908 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    508 | Equivalence | 11 |         |    0 | 00/0000               | SP53_Y_POS_H             =     $AF0DAF              
  909 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    509 | Comment     | 11 |         |    0 | 00/0000               | ; Sprite 54
  910 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    510 | Equivalence | 11 |         |    0 | 00/0000               | SP54_CONTROL_REG         =     $AF0DB0              
  911 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    511 | Equivalence | 11 |         |    0 | 00/0000               | SP54_ADDY_PTR_L          =     $AF0DB1              
  912 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    512 | Equivalence | 11 |         |    0 | 00/0000               | SP54_ADDY_PTR_M          =     $AF0DB2              
  913 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    513 | Equivalence | 11 |         |    0 | 00/0000               | SP54_ADDY_PTR_H          =     $AF0DB3              
  914 |  7  phx/VKYII_CFP9553_SPRITE_def.asm    514 | Equivalence | 11 |         |    0 | 00/0000               | SP54_X_POS_L             =     $AF0DB4              
